customer_id,credit_score,bureau_status
100609,784,GOOD
100610,582,REVIEW
100611,822,GOOD
100612,832,GOOD
100613,849,GOOD
100614,570,REVIEW
100615,848,GOOD
100616,806,GOOD
100617,794,GOOD
100618,680,REVIEW
100619,777,GOOD
100620,683,REVIEW
100621,791,GOOD
100622,721,GOOD
100623,782,GOOD
100624,770,GOOD
100625,835,GOOD
100626,793,GOOD
100627,834,GOOD
100628,738,GOOD
100629,803,GOOD
100630,698,REVIEW
100631,768,GOOD
100632,552,REVIEW
100633,740,GOOD
100634,800,GOOD
100635,765,GOOD
100636,764,GOOD
100637,697,REVIEW
100638,848,GOOD
100639,602,REVIEW
100640,651,REVIEW
100641,700,GOOD
100642,585,REVIEW
100643,752,GOOD
100644,769,GOOD
100645,704,GOOD
100646,815,GOOD
100647,670,REVIEW
100648,843,GOOD
100649,638,REVIEW
100650,774,GOOD
100651,637,REVIEW
100652,708,GOOD
100653,813,GOOD
100654,700,GOOD
100655,588,REVIEW
100656,816,GOOD
100657,809,GOOD
100658,820,GOOD
100659,802,GOOD
100660,684,REVIEW
100661,803,GOOD
100662,809,GOOD
100663,839,GOOD
100664,597,REVIEW
100665,771,GOOD
100666,755,GOOD
100667,597,REVIEW
100668,746,GOOD
100669,588,REVIEW
100670,759,GOOD
100671,804,GOOD
100672,747,GOOD
100673,800,GOOD
100674,631,REVIEW
100675,707,GOOD
100676,811,GOOD
100677,779,GOOD
100678,561,REVIEW
100679,793,GOOD
100680,760,GOOD
100681,838,GOOD
100682,774,GOOD
100683,710,GOOD
100684,844,GOOD
100685,567,REVIEW
100686,604,REVIEW
100687,736,GOOD
100688,745,GOOD
100689,693,REVIEW
100690,791,GOOD
100691,616,REVIEW
100692,676,REVIEW
100693,823,GOOD
100694,774,GOOD
100695,802,GOOD
100696,782,GOOD
100697,608,REVIEW
100698,833,GOOD
100699,599,REVIEW
100700,797,GOOD
100701,750,GOOD
100702,823,GOOD
100703,817,GOOD
100704,828,GOOD
100705,651,REVIEW
100706,798,GOOD
100707,838,GOOD
100708,712,GOOD
100709,683,REVIEW
100710,778,GOOD
100711,654,REVIEW
100712,644,REVIEW
100713,591,REVIEW
100714,844,GOOD
100715,819,GOOD
100716,788,GOOD
100717,656,REVIEW
100718,765,GOOD
100719,699,REVIEW
100720,754,GOOD
100721,665,REVIEW
100722,569,REVIEW
100723,624,REVIEW
100724,838,GOOD
100725,656,REVIEW
100726,739,GOOD
100727,784,GOOD
100728,716,GOOD
100729,778,GOOD
100730,564,REVIEW
100731,800,GOOD
100732,689,REVIEW
100733,627,REVIEW
100734,814,GOOD
100735,779,GOOD
100736,778,GOOD
100737,657,REVIEW
100738,787,GOOD
100739,644,REVIEW
100740,760,GOOD
100741,811,GOOD
100742,691,REVIEW
100743,746,GOOD
100744,702,GOOD
100745,726,GOOD
100746,810,GOOD
100747,780,GOOD
100748,555,REVIEW
100749,701,GOOD
100750,764,GOOD
100751,746,GOOD
100752,706,GOOD
100753,699,REVIEW
100754,765,GOOD
100755,769,GOOD
100756,820,GOOD
100757,802,GOOD
100758,573,REVIEW
100759,604,REVIEW
100760,683,REVIEW
100761,748,GOOD
100762,703,GOOD
100763,741,GOOD
100764,798,GOOD
100765,774,GOOD
100766,768,GOOD
100767,749,GOOD
100768,573,REVIEW
100769,796,GOOD
100770,578,REVIEW
100771,819,GOOD
100772,726,GOOD
100773,823,GOOD
100774,645,REVIEW
100775,588,REVIEW
100776,835,GOOD
100777,794,GOOD
100778,710,GOOD
100779,760,GOOD
100780,552,REVIEW
100781,733,GOOD
100782,791,GOOD
100783,622,REVIEW
100784,563,REVIEW
100785,816,GOOD
100786,693,REVIEW
100787,638,REVIEW
100788,792,GOOD
100789,806,GOOD
100790,788,GOOD
100791,809,GOOD
100792,829,GOOD
100793,741,GOOD
100794,818,GOOD
100795,766,GOOD
100796,724,GOOD
100797,690,REVIEW
100798,801,GOOD
100799,694,REVIEW
100800,590,REVIEW
100801,582,REVIEW
100802,817,GOOD
100803,628,REVIEW
100804,717,GOOD
100805,788,GOOD
100806,630,REVIEW
100807,808,GOOD
100808,585,REVIEW
100809,773,GOOD
100810,692,REVIEW
100811,764,GOOD
100812,683,REVIEW
100813,742,GOOD
100814,763,GOOD
100815,750,GOOD
100816,832,GOOD
100817,729,GOOD
100818,715,GOOD
100819,766,GOOD
100820,734,GOOD
100821,846,GOOD
100822,824,GOOD
100823,709,GOOD
100824,705,GOOD
100825,780,GOOD
100826,750,GOOD
100827,749,GOOD
100828,754,GOOD
100829,608,REVIEW
100830,841,GOOD
100831,559,REVIEW
100832,848,GOOD
100833,813,GOOD
100834,802,GOOD
100835,712,GOOD
100836,734,GOOD
100837,698,REVIEW
100838,775,GOOD
100839,803,GOOD
100840,616,REVIEW
100841,803,GOOD
100842,627,REVIEW
100843,552,REVIEW
100844,833,GOOD
100845,823,GOOD
100846,780,GOOD
100847,655,REVIEW
100848,790,GOOD
100849,828,GOOD
100850,788,GOOD
100851,737,GOOD
100852,646,REVIEW
100853,829,GOOD
100854,687,REVIEW
100855,794,GOOD
100856,814,GOOD
100857,619,REVIEW
100858,823,GOOD
100859,784,GOOD
100860,696,REVIEW
100861,806,GOOD
100862,797,GOOD
100863,694,REVIEW
100864,572,REVIEW
100865,762,GOOD
100866,776,GOOD
100867,735,GOOD
100868,837,GOOD
100869,791,GOOD
100870,805,GOOD
100871,778,GOOD
100872,838,GOOD
100873,770,GOOD
100874,806,GOOD
100875,697,REVIEW
100876,772,GOOD
100877,663,REVIEW
100878,747,GOOD
100879,642,REVIEW
100880,835,GOOD
100881,619,REVIEW
100882,745,GOOD
100883,601,REVIEW
100884,737,GOOD
100885,784,GOOD
100886,809,GOOD
100887,801,GOOD
100888,825,GOOD
100889,770,GOOD
100890,698,REVIEW
100891,726,GOOD
100892,807,GOOD
100893,782,GOOD
100894,723,GOOD
100895,691,REVIEW
100896,759,GOOD
100897,774,GOOD
100898,569,REVIEW
100899,749,GOOD
100900,652,REVIEW
100901,687,REVIEW
100902,679,REVIEW
100903,850,GOOD
100904,744,GOOD
100905,710,GOOD
100906,721,GOOD
100907,756,GOOD
100908,740,GOOD
100909,829,GOOD
100910,713,GOOD
100911,593,REVIEW
100912,786,GOOD
100913,598,REVIEW
100914,794,GOOD
100915,809,GOOD
100916,584,REVIEW
100917,733,GOOD
100918,788,GOOD
100919,640,REVIEW
100920,734,GOOD
100921,849,GOOD
100922,705,GOOD
100923,825,GOOD
100924,610,REVIEW
100925,800,GOOD
100926,667,REVIEW
100927,730,GOOD
100928,764,GOOD
100929,800,GOOD
100930,554,REVIEW
100931,684,REVIEW
100932,750,GOOD
100933,682,REVIEW
100934,834,GOOD
100935,821,GOOD
100936,694,REVIEW
100937,659,REVIEW
100938,772,GOOD
100939,752,GOOD
100940,623,REVIEW
100941,673,REVIEW
100942,637,REVIEW
100943,800,GOOD
100944,699,REVIEW
100945,684,REVIEW
100946,780,GOOD
100947,708,GOOD
100948,710,GOOD
100949,798,GOOD
100950,813,GOOD
100951,719,GOOD
100952,735,GOOD
100953,704,GOOD
100954,661,REVIEW
100955,791,GOOD
100956,774,GOOD
100957,583,REVIEW
100958,652,REVIEW
100959,761,GOOD
100960,640,REVIEW
100961,785,GOOD
100962,779,GOOD
100963,810,GOOD
100964,648,REVIEW
100965,845,GOOD
100966,801,GOOD
100967,812,GOOD
100968,764,GOOD
100969,760,GOOD
100970,781,GOOD
100971,644,REVIEW
100972,827,GOOD
100973,563,REVIEW
100974,695,REVIEW
100975,754,GOOD
100976,760,GOOD
100977,682,REVIEW
100978,551,REVIEW
100979,772,GOOD
100980,761,GOOD
100981,554,REVIEW
100982,754,GOOD
100983,780,GOOD
100984,628,REVIEW
100985,728,GOOD
100986,643,REVIEW
100987,846,GOOD
100988,606,REVIEW
100989,668,REVIEW
100990,832,GOOD
100991,778,GOOD
100992,803,GOOD
100993,808,GOOD
100994,684,REVIEW
100995,719,GOOD
100996,638,REVIEW
100997,716,GOOD
100998,569,REVIEW
100999,845,GOOD
101000,830,GOOD
101001,779,GOOD
101002,780,GOOD
101003,823,GOOD
101004,705,GOOD
101005,788,GOOD
101006,846,GOOD
101007,804,GOOD
101008,688,REVIEW
101009,690,REVIEW
101010,675,REVIEW
101011,782,GOOD
101012,739,GOOD
101013,605,REVIEW
101014,822,GOOD
101015,723,GOOD
101016,771,GOOD
101017,801,GOOD
101018,842,GOOD
101019,643,REVIEW
101020,735,GOOD
101021,675,REVIEW
101022,694,REVIEW
101023,839,GOOD
101024,797,GOOD
101025,662,REVIEW
101026,762,GOOD
101027,682,REVIEW
101028,697,REVIEW
101029,657,REVIEW
101030,740,GOOD
101031,627,REVIEW
101032,823,GOOD
101033,589,REVIEW
101034,828,GOOD
101035,729,GOOD
101036,819,GOOD
101037,793,GOOD
101038,616,REVIEW
101039,844,GOOD
101040,802,GOOD
101041,794,GOOD
101042,613,REVIEW
101043,740,GOOD
101044,703,GOOD
101045,845,GOOD
101046,726,GOOD
101047,643,REVIEW
101048,739,GOOD
101049,809,GOOD
101050,709,GOOD
101051,700,GOOD
101052,753,GOOD
101053,560,REVIEW
101054,724,GOOD
101055,723,GOOD
101056,562,REVIEW
101057,748,GOOD
101058,724,GOOD
101059,680,REVIEW
101060,574,REVIEW
101061,628,REVIEW
101062,709,GOOD
101063,696,REVIEW
101064,728,GOOD
101065,779,GOOD
101066,839,GOOD
101067,795,GOOD
101068,735,GOOD
101069,686,REVIEW
101070,844,GOOD
101071,648,REVIEW
101072,590,REVIEW
101073,768,GOOD
101074,779,GOOD
101075,700,GOOD
101076,790,GOOD
101077,836,GOOD
101078,786,GOOD
101079,707,GOOD
101080,757,GOOD
101081,796,GOOD
101082,834,GOOD
101083,849,GOOD
101084,607,REVIEW
101085,823,GOOD
101086,764,GOOD
101087,565,REVIEW
101088,592,REVIEW
101089,727,GOOD
101090,813,GOOD
101091,686,REVIEW
101092,814,GOOD
101093,825,GOOD
101094,785,GOOD
101095,845,GOOD
101096,578,REVIEW
101097,764,GOOD
101098,671,REVIEW
101099,697,REVIEW
101100,695,REVIEW
101101,727,GOOD
101102,690,REVIEW
101103,556,REVIEW
101104,616,REVIEW
101105,720,GOOD
101106,695,REVIEW
101107,706,GOOD
101108,554,REVIEW
101109,782,GOOD
101110,751,GOOD
101111,726,GOOD
101112,814,GOOD
101113,780,GOOD
101114,680,REVIEW
101115,670,REVIEW
101116,757,GOOD
101117,726,GOOD
101118,626,REVIEW
101119,826,GOOD
101120,808,GOOD
101121,819,GOOD
101122,749,GOOD
101123,764,GOOD
101124,729,GOOD
101125,802,GOOD
101126,696,REVIEW
101127,600,REVIEW
101128,729,GOOD
101129,793,GOOD
101130,760,GOOD
101131,827,GOOD
101132,841,GOOD
101133,654,REVIEW
101134,758,GOOD
101135,630,REVIEW
101136,637,REVIEW
101137,765,GOOD
101138,742,GOOD
101139,777,GOOD
101140,848,GOOD
101141,781,GOOD
101142,768,GOOD
101143,812,GOOD
101144,676,REVIEW
101145,643,REVIEW
101146,846,GOOD
101147,714,GOOD
101148,718,GOOD
101149,741,GOOD
101150,621,REVIEW
101151,720,GOOD
101152,756,GOOD
101153,591,REVIEW
101154,718,GOOD
101155,791,GOOD
101156,658,REVIEW
101157,672,REVIEW
101158,804,GOOD
101159,848,GOOD
101160,832,GOOD
101161,627,REVIEW
101162,792,GOOD
101163,693,REVIEW
101164,812,GOOD
101165,763,GOOD
101166,740,GOOD
101167,678,REVIEW
101168,779,GOOD
101169,647,REVIEW
101170,785,GOOD
101171,815,GOOD
101172,840,GOOD
101173,756,GOOD
101174,760,GOOD
101175,718,GOOD
101176,681,REVIEW
101177,817,GOOD
101178,811,GOOD
101179,780,GOOD
101180,621,REVIEW
101181,634,REVIEW
101182,774,GOOD
101183,717,GOOD
101184,778,GOOD
101185,730,GOOD
101186,794,GOOD
101187,836,GOOD
101188,748,GOOD
101189,847,GOOD
101190,838,GOOD
101191,735,GOOD
101192,819,GOOD
101193,697,REVIEW
101194,794,GOOD
101195,684,REVIEW
101196,742,GOOD
101197,748,GOOD
101198,745,GOOD
101199,613,REVIEW
101200,839,GOOD
101201,826,GOOD
101202,557,REVIEW
101203,777,GOOD
101204,702,GOOD
101205,721,GOOD
101206,805,GOOD
101207,838,GOOD
101208,581,REVIEW
101209,830,GOOD
101210,737,GOOD
101211,832,GOOD
101212,756,GOOD
101213,736,GOOD
101214,797,GOOD
101215,653,REVIEW
101216,794,GOOD
101217,764,GOOD
101218,686,REVIEW
101219,849,GOOD
101220,755,GOOD
101221,811,GOOD
101222,804,GOOD
101223,848,GOOD
101224,823,GOOD
101225,688,REVIEW
101226,668,REVIEW
101227,794,GOOD
101228,752,GOOD
101229,681,REVIEW
101230,673,REVIEW
101231,788,GOOD
101232,803,GOOD
101233,694,REVIEW
101234,678,REVIEW
101235,776,GOOD
101236,833,GOOD
101237,817,GOOD
101238,778,GOOD
101239,565,REVIEW
101240,636,REVIEW
101241,691,REVIEW
101242,838,GOOD
101243,653,REVIEW
101244,625,REVIEW
101245,685,REVIEW
101246,582,REVIEW
101247,589,REVIEW
101248,632,REVIEW
101249,790,GOOD
101250,781,GOOD
101251,827,GOOD
101252,710,GOOD
101253,564,REVIEW
101254,802,GOOD
101255,709,GOOD
101256,699,REVIEW
101257,610,REVIEW
101258,699,REVIEW
101259,702,GOOD
101260,652,REVIEW
101261,697,REVIEW
101262,801,GOOD
101263,809,GOOD
101264,834,GOOD
101265,621,REVIEW
101266,844,GOOD
101267,836,GOOD
101268,728,GOOD
101269,797,GOOD
101270,583,REVIEW
101271,730,GOOD
101272,681,REVIEW
101273,806,GOOD
101274,557,REVIEW
101275,719,GOOD
101276,585,REVIEW
101277,759,GOOD
101278,802,GOOD
101279,839,GOOD
101280,787,GOOD
101281,811,GOOD
101282,759,GOOD
101283,727,GOOD
101284,794,GOOD
101285,761,GOOD
101286,832,GOOD
101287,589,REVIEW
101288,607,REVIEW
101289,716,GOOD
101290,771,GOOD
101291,841,GOOD
101292,729,GOOD
101293,690,REVIEW
101294,722,GOOD
101295,833,GOOD
101296,805,GOOD
101297,688,REVIEW
101298,796,GOOD
101299,788,GOOD
101300,756,GOOD
101301,757,GOOD
101302,801,GOOD
101303,774,GOOD
101304,674,REVIEW
101305,745,GOOD
101306,632,REVIEW
101307,728,GOOD
101308,733,GOOD
101309,634,REVIEW
101310,701,GOOD
101311,849,GOOD
101312,626,REVIEW
101313,717,GOOD
101314,639,REVIEW
101315,749,GOOD
101316,728,GOOD
101317,768,GOOD
101318,630,REVIEW
101319,799,GOOD
101320,811,GOOD
101321,595,REVIEW
101322,698,REVIEW
101323,634,REVIEW
101324,587,REVIEW
101325,779,GOOD
101326,716,GOOD
101327,812,GOOD
101328,741,GOOD
101329,833,GOOD
101330,611,REVIEW
101331,794,GOOD
101332,560,REVIEW
101333,555,REVIEW
101334,815,GOOD
101335,748,GOOD
101336,804,GOOD
101337,714,GOOD
101338,846,GOOD
101339,561,REVIEW
101340,773,GOOD
101341,581,REVIEW
101342,798,GOOD
101343,608,REVIEW
101344,829,GOOD
101345,555,REVIEW
101346,664,REVIEW
101347,807,GOOD
101348,825,GOOD
101349,761,GOOD
101350,744,GOOD
101351,555,REVIEW
101352,806,GOOD
101353,562,REVIEW
101354,750,GOOD
101355,616,REVIEW
