customer_id,email_opt_in
100348,true
100349,true
100350,true
100351,false
100352,false
100353,true
100354,true
100355,true
100356,true
100357,false
100358,true
100359,true
100360,true
100361,true
100362,false
100363,true
100364,false
100365,true
100366,true
100367,false
100368,true
100369,true
100370,true
100371,true
100372,true
100373,false
100374,true
100375,true
100376,true
100377,true
100378,true
100379,true
100380,false
100381,false
100382,true
100383,true
100384,true
100385,false
100386,true
100387,false
100388,true
100389,true
100390,true
100391,true
100392,true
100393,true
100394,true
100395,true
100396,false
100397,true
100398,false
100399,true
100400,true
100401,true
100402,true
100403,true
100404,false
100405,true
100406,true
100407,true
100408,true
100409,false
100410,false
100411,true
100412,false
100413,false
100414,true
100415,true
100416,false
100417,false
100418,true
100419,true
100420,true
100421,true
100422,false
100423,true
100424,true
100425,false
100426,true
100427,true
100428,true
100429,false
100430,true
100431,true
100432,true
100433,false
100434,true
100435,false
100436,true
100437,true
100438,true
100439,false
100440,true
100441,false
100442,true
100443,true
100444,true
100445,true
100446,true
100447,false
100448,true
100449,false
100450,true
100451,true
100452,true
100453,true
100454,true
100455,true
100456,true
100457,false
100458,true
100459,true
100460,true
100461,true
100462,true
100463,true
100464,true
100465,true
100466,true
100467,true
100468,true
100469,true
100470,true
100471,true
100472,true
100473,false
100474,true
100475,true
100476,false
100477,true
100478,false
100479,true
100480,true
100481,false
100482,false
100483,true
100484,true
100485,true
100486,true
100487,true
100488,false
100489,true
100490,true
100491,true
100492,false
100493,false
100494,true
100495,true
100496,false
100497,false
100498,false
100499,true
100500,true
100501,true
100502,false
100503,false
100504,true
100505,true
100506,true
100507,true
100508,true
100509,true
100510,true
100511,false
100512,false
100513,true
100514,false
100515,false
100516,true
100517,false
100518,true
100519,false
100520,true
100521,false
100522,true
100523,true
100524,true
100525,true
100526,false
100527,true
100528,false
100529,true
100530,false
100531,false
100532,true
100533,true
100534,true
100535,true
100536,false
100537,true
100538,true
100539,true
100540,true
100541,true
100542,true
100543,true
100544,false
100545,true
100546,true
100547,true
100548,false
100549,true
100550,true
100551,false
100552,false
100553,true
100554,true
100555,false
100556,false
100557,true
100558,false
100559,true
100560,true
100561,false
100562,true
100563,false
100564,true
100565,true
100566,true
100567,true
100568,true
100569,false
100570,true
100571,false
100572,true
100573,false
100574,false
100575,true
100576,true
100577,true
100578,true
100579,true
100580,true
100581,true
100582,true
100583,true
100584,false
100585,false
100586,true
100587,true
100588,true
100589,true
100590,true
100591,false
100592,false
100593,false
100594,true
100595,true
100596,false
100597,true
100598,true
100599,true
100600,false
100601,true
100602,false
100603,true
100604,true
100605,true
100606,false
100607,true
100608,true
100609,true
100610,true
100611,false
100612,true
100613,false
100614,true
100615,true
100616,true
100617,false
100618,true
100619,true
100620,true
100621,true
100622,true
100623,true
100624,false
100625,false
100626,true
100627,true
100628,true
100629,true
100630,true
100631,true
100632,true
100633,true
100634,true
100635,true
100636,true
100637,false
100638,true
100639,true
100640,true
100641,true
100642,false
100643,false
100644,false
100645,true
100646,false
100647,true
100648,false
100649,false
100650,true
100651,true
100652,true
100653,false
100654,false
100655,true
100656,true
100657,true
100658,true
100659,false
100660,true
100661,false
100662,true
100663,false
100664,false
100665,true
100666,true
100667,true
100668,true
100669,false
100670,true
100671,true
100672,true
100673,true
100674,true
100675,true
100676,true
100677,true
100678,false
100679,true
100680,true
100681,true
100682,true
100683,true
100684,true
100685,false
100686,true
100687,true
100688,true
100689,false
100690,false
100691,true
100692,true
100693,true
100694,true
100695,false
100696,true
100697,true
100698,true
100699,false
100700,true
100701,true
100702,false
100703,true
100704,false
100705,false
100706,true
100707,false
100708,true
100709,false
100710,true
100711,true
100712,true
100713,true
100714,true
100715,true
100716,true
100717,true
100718,false
100719,true
100720,false
100721,false
100722,true
100723,true
100724,true
100725,true
100726,true
100727,true
100728,true
100729,true
100730,true
100731,true
100732,true
100733,true
100734,true
100735,true
100736,true
100737,false
100738,true
100739,false
100740,false
100741,false
100742,true
100743,true
100744,false
100745,true
100746,true
100747,true
100748,true
100749,true
100750,false
100751,true
100752,true
100753,true
100754,false
100755,true
100756,true
100757,true
100758,false
100759,true
100760,true
100761,true
100762,true
100763,true
100764,true
100765,true
100766,true
100767,false
100768,true
100769,true
100770,true
100771,true
100772,true
100773,true
100774,false
100775,false
100776,true
100777,true
100778,true
100779,false
100780,true
100781,true
100782,false
100783,false
100784,false
100785,true
100786,false
100787,false
100788,true
100789,true
100790,true
100791,false
100792,true
100793,false
100794,true
100795,true
100796,true
100797,false
100798,true
100799,true
100800,true
100801,false
100802,true
100803,true
100804,true
100805,true
100806,true
100807,true
100808,true
100809,false
100810,true
100811,true
100812,true
100813,true
100814,true
100815,false
100816,true
100817,false
100818,true
100819,true
100820,true
100821,true
100822,true
100823,true
100824,true
100825,false
100826,false
100827,true
100828,true
100829,true
100830,true
100831,false
100832,true
100833,true
100834,true
100835,true
100836,false
100837,false
100838,true
100839,true
100840,false
100841,true
100842,false
100843,true
100844,true
100845,false
100846,true
100847,true
100848,true
100849,true
100850,false
100851,true
100852,true
100853,false
100854,true
100855,false
100856,true
100857,true
100858,true
100859,true
100860,false
100861,false
100862,false
100863,true
100864,true
100865,true
100866,true
100867,false
100868,false
100869,true
100870,false
100871,true
100872,false
100873,false
100874,true
100875,false
100876,true
100877,false
100878,true
100879,false
100880,true
100881,true
100882,true
100883,true
100884,false
100885,true
100886,true
100887,false
100888,true
100889,false
100890,false
100891,true
100892,false
100893,true
100894,true
100895,true
100896,true
100897,false
100898,false
100899,true
100900,true
100901,false
100902,true
100903,false
100904,false
100905,false
100906,true
100907,true
100908,true
100909,true
100910,false
100911,true
100912,true
100913,true
100914,false
100915,false
100916,true
100917,true
100918,true
100919,true
100920,true
100921,true
100922,true
100923,true
100924,true
100925,true
100926,true
100927,true
100928,true
100929,true
100930,true
100931,false
100932,true
100933,true
100934,false
100935,false
100936,false
100937,true
100938,true
100939,false
100940,false
100941,true
100942,true
100943,true
100944,false
100945,false
100946,true
100947,true
100948,false
100949,false
100950,true
100951,false
100952,true
100953,false
100954,true
100955,true
100956,false
100957,false
100958,true
100959,true
100960,true
100961,false
100962,false
100963,true
100964,false
100965,true
100966,false
100967,true
100968,true
100969,true
100970,true
100971,true
100972,true
100973,false
100974,false
100975,true
100976,true
100977,false
100978,true
100979,true
100980,true
100981,true
100982,true
100983,true
100984,true
100985,true
100986,false
100987,true
100988,true
100989,false
100990,true
100991,false
100992,true
100993,false
100994,true
100995,true
100996,true
100997,false
100998,true
100999,true
101000,true
